DEFB128	ENSG00000185982	ENSP00000335382
RUNX1T1	ENSG00000079102	ENSP00000402257
POP1	ENSG00000104356	ENSP00000385787
SOS2	ENSG00000100485	ENSP00000216373
TPBG	ENSG00000146242	ENSP00000358765
ZNF706	ENSG00000120963	ENSP00000430823
TNNT3	ENSG00000130595	ENSP00000278317
CER1	ENSG00000147869	ENSP00000370297
HTN3	ENSG00000205649	ENSP00000432561
LGALS3	ENSG00000131981	ENSP00000254301
NTRK3	ENSG00000140538	ENSP00000354207
LMNB1	ENSG00000113368	ENSP00000261366
KIAA1549	ENSG00000122778	ENSP00000416040
PVR	ENSG00000073008	ENSP00000402060
NMNAT1	ENSG00000173614	ENSP00000366410
THBS4	ENSG00000113296	ENSP00000339730
NOX3	ENSG00000074771	ENSP00000159060
CTCF	ENSG00000102974	ENSP00000264010
SLC35A2	ENSG00000102100	ENSP00000416002
LRSAM1	ENSG00000148356	ENSP00000322937
GK	ENSG00000198814	ENSP00000401720
LYRM4	ENSG00000214113	ENSP00000420026
CBFA2T3	ENSG00000129993	ENSP00000268679
VTI1A	ENSG00000151532	ENSP00000376792
H3C3	ENSG00000287080	ENSP00000484658
CIAO1	ENSG00000144021	ENSP00000418287
MAPKAPK5	ENSG00000089022	ENSP00000449381
DAO	ENSG00000110887	ENSP00000228476
LAMB1	ENSG00000091136	ENSP00000222399
OTUB2	ENSG00000089723	ENSP00000203664
NOLC1	ENSG00000166197	ENSP00000385410
EBLN2	ENSG00000255423	ENSP00000432104
CKB	ENSG00000166165	ENSP00000299198
TBX5	ENSG00000089225	ENSP00000309913
CPLX2	ENSG00000145920	ENSP00000352544
ZNF354C	ENSG00000177932	ENSP00000324064
HECW2	ENSG00000138411	ENSP00000260983
GPR4	ENSG00000177464	ENSP00000319744
LIMK1	ENSG00000106683	ENSP00000336740
NCS1	ENSG00000107130	ENSP00000361475
CIAO2A	ENSG00000166797	ENSP00000300030
DLX1	ENSG00000144355	ENSP00000354478
GYS1	ENSG00000104812	ENSP00000317904
CORO1B	ENSG00000172725	ENSP00000377471
RFC2	ENSG00000049541	ENSP00000055077
ALDH3A2	ENSG00000072210	ENSP00000345774
EPHB6	ENSG00000106123	ENSP00000481994
ZYG11B	ENSG00000162378	ENSP00000294353
SGMS1	ENSG00000198964	ENSP00000354829
CASP6	ENSG00000138794	ENSP00000265164
PLA2R1	ENSG00000153246	ENSP00000283243
ATP6V1F	ENSG00000128524	ENSP00000417378
STAM2	ENSG00000115145	ENSP00000263904
GLTP	ENSG00000139433	ENSP00000315263
SERPINF2	ENSG00000167711	ENSP00000321853
KCNIP2	ENSG00000120049	ENSP00000420040
KNDC1	ENSG00000171798	ENSP00000304437
LAG3	ENSG00000089692	ENSP00000203629
GPR20	ENSG00000204882	ENSP00000366970
GUCA1ANB	ENSG00000287363	ENSP00000377784
PIGK	ENSG00000142892	ENSP00000359848
SERTAD3	ENSG00000167565	ENSP00000325414
JOSD2	ENSG00000161677	ENSP00000468956
FAM131B	ENSG00000159784	ENSP00000410603
MYH3	ENSG00000109063	ENSP00000464317
RTP4	ENSG00000136514	ENSP00000259030
MRPS35	ENSG00000061794	ENSP00000081029
ZNF18	ENSG00000154957	ENSP00000315664
AAGAB	ENSG00000103591	ENSP00000261880
CEP290	ENSG00000198707	ENSP00000448012
PRPSAP1	ENSG00000161542	ENSP00000414624
PLAT	ENSG00000104368	ENSP00000220809
ZNF607	ENSG00000198182	ENSP00000347338
UNC13B	ENSG00000198722	ENSP00000367756
KCNS3	ENSG00000170745	ENSP00000385968
PPIB	ENSG00000166794	ENSP00000300026
ZNF485	ENSG00000198298	ENSP00000354694
HINT1	ENSG00000169567	ENSP00000304229
DTX2	ENSG00000091073	ENSP00000322885
	ENSG00000183889	ENSP00000370908
OR8D1	ENSG00000196341	ENSP00000350474
TRPM8	ENSG00000144481	ENSP00000323926
UGT2A2	ENSG00000271271	ENSP00000475028
QPCT	ENSG00000115828	ENSP00000344829
HERC6	ENSG00000138642	ENSP00000264346
ZNF526	ENSG00000167625	ENSP00000301215
DEFB134	ENSG00000205882	ENSP00000435010
SP7	ENSG00000170374	ENSP00000443827
GAK	ENSG00000178950	ENSP00000314499
GPR89A	ENSG00000117262	ENSP00000319673
GRAP	ENSG00000154016	ENSP00000284154
TAF5	ENSG00000148835	ENSP00000358854
TECR	ENSG00000099797	ENSP00000215567
HLA-DRB1	ENSG00000196126	ENSP00000353099
CALML4	ENSG00000129007	ENSP00000419081
THAP12	ENSG00000137492	ENSP00000260045
CYP3A4	ENSG00000160868	ENSP00000337915
CTNND1	ENSG00000198561	ENSP00000382004
NIBAN1	ENSG00000135842	ENSP00000356481
NHLH1	ENSG00000171786	ENSP00000302189
CFH	ENSG00000000971	ENSP00000356399
JPT1	ENSG00000189159	ENSP00000348316
NUP85	ENSG00000125450	ENSP00000245544
IRF6	ENSG00000117595	ENSP00000355988
PIANP	ENSG00000139200	ENSP00000442157
C17orf75	ENSG00000108666	ENSP00000464275
RBL2	ENSG00000103479	ENSP00000262133
OR10A5	ENSG00000166363	ENSP00000299454
TAS2R8	ENSG00000121314	ENSP00000240615
CTTNBP2	ENSG00000077063	ENSP00000160373
ULK1	ENSG00000177169	ENSP00000324560
ZHX1	ENSG00000165156	ENSP00000297857
NPHP1	ENSG00000144061	ENSP00000313169
ERCC4	ENSG00000175595	ENSP00000310520
H4C2	ENSG00000278705	ENSP00000366974
PMM2	ENSG00000140650	ENSP00000268261
IMPA1	ENSG00000133731	ENSP00000408526
ARL14	ENSG00000179674	ENSP00000323847
NAGS	ENSG00000161653	ENSP00000293404
ST6GAL1	ENSG00000073849	ENSP00000169298
UROC1	ENSG00000159650	ENSP00000373073
ALDH3B1	ENSG00000006534	ENSP00000473990
NLE1	ENSG00000073536	ENSP00000413572
ADSS2	ENSG00000035687	ENSP00000355493
CHST5	ENSG00000135702	ENSP00000338783
MYO7A	ENSG00000137474	ENSP00000386331
CNTN5	ENSG00000149972	ENSP00000435637
CD59	ENSG00000085063	ENSP00000379191
LAT	ENSG00000213658	ENSP00000378845
BRD9	ENSG00000028310	ENSP00000419765
UQCRQ	ENSG00000164405	ENSP00000367939
GBA	ENSG00000177628	ENSP00000314508
WDR45B	ENSG00000141580	ENSP00000376139
AP2A2	ENSG00000183020	ENSP00000327694
WIPF1	ENSG00000115935	ENSP00000376330
ELOB	ENSG00000103363	ENSP00000262306
PRPF38B	ENSG00000134186	ENSP00000359042
STXBP3	ENSG00000116266	ENSP00000359025
CCT3	ENSG00000163468	ENSP00000295688
MIER2	ENSG00000105556	ENSP00000264819
BNIP1	ENSG00000113734	ENSP00000231668
CWC27	ENSG00000153015	ENSP00000370460
NTS	ENSG00000133636	ENSP00000256010
TSEN2	ENSG00000154743	ENSP00000284995
NOS1	ENSG00000089250	ENSP00000477999
UBC	ENSG00000150991	ENSP00000441543
PPOX	ENSG00000143224	ENSP00000356978
GJA8	ENSG00000121634	ENSP00000358238
ZBTB32	ENSG00000011590	ENSP00000376035
MOGAT1	ENSG00000124003	ENSP00000406674
FLACC1	ENSG00000155749	ENSP00000385098
ALS2	ENSG00000003393	ENSP00000264276
ZNF436	ENSG00000125945	ENSP00000313582
GPX4	ENSG00000167468	ENSP00000346103
ZNF99	ENSG00000213973	ENSP00000472969
SNRPF	ENSG00000139343	ENSP00000266735
POLR1A	ENSG00000068654	ENSP00000263857
KCNMB2	ENSG00000197584	ENSP00000407592
C1orf116	ENSG00000182795	ENSP00000352447
PRMT6	ENSG00000198890	ENSP00000359095
TACO1	ENSG00000136463	ENSP00000258975
ECM1	ENSG00000143369	ENSP00000358045
IBA57	ENSG00000181873	ENSP00000355672
DNAH12	ENSG00000174844	ENSP00000312554
POLR2H	ENSG00000163882	ENSP00000415536
LAMTOR5	ENSG00000134248	ENSP00000256644
SLC4A7	ENSG00000033867	ENSP00000295736
CAP1	ENSG00000131236	ENSP00000361883
ACOT7	ENSG00000097021	ENSP00000367086
MPL	ENSG00000117400	ENSP00000361548
RTCA	ENSG00000137996	ENSP00000260563
TCF23	ENSG00000163792	ENSP00000296096
RAB3GAP1	ENSG00000115839	ENSP00000411418
OR2AJ1	ENSG00000177275	ENSP00000325078
SIKE1	ENSG00000052723	ENSP00000358541
USP39	ENSG00000168883	ENSP00000312981
PIGV	ENSG00000060642	ENSP00000363260
NDC1	ENSG00000058804	ENSP00000360483
TNN	ENSG00000120332	ENSP00000239462
ZNF644	ENSG00000122482	ENSP00000337008
H4C15	ENSG00000270276	ENSP00000462355
ENAH	ENSG00000154380	ENSP00000355809
OR2C3	ENSG00000196242	ENSP00000355443
PTGER3	ENSG00000050628	ENSP00000349003
EDEM3	ENSG00000116406	ENSP00000318147
ATP5PB	ENSG00000116459	ENSP00000358737
NCOA6	ENSG00000198646	ENSP00000363929
KCNJ6	ENSG00000157542	ENSP00000477437
TXNDC16	ENSG00000087301	ENSP00000281741
CYBB	ENSG00000165168	ENSP00000367851
PTPN2	ENSG00000175354	ENSP00000311857
NR0B1	ENSG00000169297	ENSP00000368253
DNAJC15	ENSG00000120675	ENSP00000368523
CD226	ENSG00000150637	ENSP00000280200
FANCM	ENSG00000187790	ENSP00000267430
SPO11	ENSG00000054796	ENSP00000360310
CDH4	ENSG00000179242	ENSP00000484928
NDRG3	ENSG00000101079	ENSP00000345292
KLF5	ENSG00000102554	ENSP00000366915
RAB41	ENSG00000147127	ENSP00000276066
LSM14B	ENSG00000149657	ENSP00000279068
UHRF2	ENSG00000147854	ENSP00000276893
CSNK1E	ENSG00000213923	ENSP00000380044
MYBL2	ENSG00000101057	ENSP00000217026
SIRPB1	ENSG00000101307	ENSP00000371018
SH3BGR	ENSG00000185437	ENSP00000332513
COL4A1	ENSG00000187498	ENSP00000364979
SOCS6	ENSG00000170677	ENSP00000381034
TEX10	ENSG00000136891	ENSP00000364037
MYL12A	ENSG00000101608	ENSP00000217652
PPP2R2C	ENSG00000074211	ENSP00000335083
BCL2L1	ENSG00000171552	ENSP00000302564
SLC26A8	ENSG00000112053	ENSP00000417638
WIPI2	ENSG00000157954	ENSP00000288828
GAS1	ENSG00000180447	ENSP00000298743
UGT2A3	ENSG00000135220	ENSP00000251566
EIF2AK4	ENSG00000128829	ENSP00000263791
IGF2BP3	ENSG00000136231	ENSP00000258729
KLRB1	ENSG00000111796	ENSP00000229402
SLPI	ENSG00000124107	ENSP00000342082
SNW1	ENSG00000100603	ENSP00000261531
DEPDC7	ENSG00000121690	ENSP00000241051
FAM90A1	ENSG00000171847	ENSP00000445418
AAR2	ENSG00000131043	ENSP00000363043
SAC3D1	ENSG00000168061	ENSP00000381824
VAV2	ENSG00000160293	ENSP00000360916
PHETA2	ENSG00000177096	ENSP00000312753
TAF7L	ENSG00000102387	ENSP00000361998
ELAC1	ENSG00000141642	ENSP00000269466
NDC80	ENSG00000080986	ENSP00000261597
ETFBKMT	ENSG00000139160	ENSP00000350353
NEU3	ENSG00000162139	ENSP00000294064
CD2AP	ENSG00000198087	ENSP00000352264
HOXC9	ENSG00000180806	ENSP00000302836
CTDP1	ENSG00000060069	ENSP00000484525
KRT76	ENSG00000185069	ENSP00000330101
FKBP10	ENSG00000141756	ENSP00000317232
PLA2G4E	ENSG00000188089	ENSP00000382434
RAB14	ENSG00000119396	ENSP00000362946
C10orf88	ENSG00000119965	ENSP00000419126
IL15	ENSG00000164136	ENSP00000296545
POLR2E	ENSG00000099817	ENSP00000478303
DKC1	ENSG00000130826	ENSP00000358563
ELP3	ENSG00000134014	ENSP00000256398
F8A2	ENSG00000288709	ENSP00000358518
DNAJB9	ENSG00000128590	ENSP00000249356
CRKL	ENSG00000099942	ENSP00000346300
LATS2	ENSG00000150457	ENSP00000372035
VAV1	ENSG00000141968	ENSP00000472929
EMD	ENSG00000102119	ENSP00000358857
CUEDC2	ENSG00000107874	ENSP00000358953
DYNLT1	ENSG00000146425	ENSP00000356056
KISS1R	ENSG00000116014	ENSP00000234371
EGFL7	ENSG00000172889	ENSP00000360764
FHIP1A	ENSG00000164142	ENSP00000413196
DEPDC1B	ENSG00000035499	ENSP00000265036
SIAH1	ENSG00000196470	ENSP00000349156
TNFSF13B	ENSG00000102524	ENSP00000365048
ATP5MK	ENSG00000173915	ENSP00000358840
TSPYL2	ENSG00000184205	ENSP00000364591
USP17L13	ENSG00000232399	ENSP00000414392
USP17L22	ENSG00000248933	ENSP00000423115
POLR2B	ENSG00000047315	ENSP00000370625
CMTM6	ENSG00000091317	ENSP00000205636
CMYA5	ENSG00000164309	ENSP00000394770
SLC1A2	ENSG00000110436	ENSP00000278379
ADD2	ENSG00000075340	ENSP00000264436
CNPY4	ENSG00000166997	ENSP00000262932
PRDM16	ENSG00000142611	ENSP00000270722
GPNMB	ENSG00000136235	ENSP00000371420
IL9	ENSG00000145839	ENSP00000274520
PTCD1	ENSG00000106246	ENSP00000292478
URI1	ENSG00000105176	ENSP00000376097
CUL9	ENSG00000112659	ENSP00000252050
BTK	ENSG00000010671	ENSP00000483570
RNF149	ENSG00000163162	ENSP00000295317
PLAUR	ENSG00000011422	ENSP00000339328
VARS2	ENSG00000137411	ENSP00000441000
CABLES2	ENSG00000149679	ENSP00000279101
PANK4	ENSG00000157881	ENSP00000367727
CDKN2AIPNL	ENSG00000237190	ENSP00000394183
FAM120B	ENSG00000112584	ENSP00000440125
F13A1	ENSG00000124491	ENSP00000264870
H2BC3	ENSG00000276410	ENSP00000482674
RIMS2	ENSG00000176406	ENSP00000262231
LY6G6F	ENSG00000204424	ENSP00000364992
OR4K5	ENSG00000176281	ENSP00000319511
SOSTDC1	ENSG00000171243	ENSP00000304930
SLC12A6	ENSG00000140199	ENSP00000346112
POU5F1B	ENSG00000212993	ENSP00000419298
ATP4A	ENSG00000105675	ENSP00000262623
AEBP1	ENSG00000106624	ENSP00000223357
SLURP1	ENSG00000126233	ENSP00000246515
COL8A1	ENSG00000144810	ENSP00000261037
SQOR	ENSG00000137767	ENSP00000260324
ZNF543	ENSG00000178229	ENSP00000322545
ZNF528	ENSG00000167555	ENSP00000353652
IGFBP5	ENSG00000115461	ENSP00000233813
PSTK	ENSG00000179988	ENSP00000357882
INHBC	ENSG00000175189	ENSP00000308716
SGO2	ENSG00000163535	ENSP00000350447
NXF1	ENSG00000162231	ENSP00000436679
PSMC5	ENSG00000087191	ENSP00000310572
MAPK14	ENSG00000112062	ENSP00000229795
ASIC1	ENSG00000110881	ENSP00000228468
INHBA	ENSG00000122641	ENSP00000242208
PSMB9	ENSG00000240065	ENSP00000363993
ESYT3	ENSG00000158220	ENSP00000374218
FOXD3	ENSG00000187140	ENSP00000360157
PDCD5	ENSG00000105185	ENSP00000466214
TRIM40	ENSG00000204614	ENSP00000379826
IL4I1	ENSG00000104951	ENSP00000472474
SLC7A6	ENSG00000103064	ENSP00000455064
MLYCD	ENSG00000103150	ENSP00000262430
NT5M	ENSG00000205309	ENSP00000373674
ITGAX	ENSG00000140678	ENSP00000454623
MMP10	ENSG00000166670	ENSP00000279441
PLA2G7	ENSG00000146070	ENSP00000274793
CHRM2	ENSG00000181072	ENSP00000399745
MED26	ENSG00000105085	ENSP00000263390
ATP6V0C	ENSG00000185883	ENSP00000329757
P2RY2	ENSG00000175591	ENSP00000310305
CHRNB1	ENSG00000170175	ENSP00000304290
DDX24	ENSG00000089737	ENSP00000481495
CTSH	ENSG00000103811	ENSP00000220166
PABPC1	ENSG00000070756	ENSP00000313007
EMC2	ENSG00000104412	ENSP00000220853
CLDN4	ENSG00000189143	ENSP00000409544
RTP1	ENSG00000175077	ENSP00000311712
SHISA6	ENSG00000188803	ENSP00000390084
HTR1A	ENSG00000178394	ENSP00000316244
ISCU	ENSG00000136003	ENSP00000310623
	ENSG00000255730	ENSP00000443246
OR12D3	ENSG00000112462	ENSP00000380023
TUT1	ENSG00000149016	ENSP00000308000
NDUFS6	ENSG00000145494	ENSP00000274137
THOC3	ENSG00000051596	ENSP00000265097
PHYHIP	ENSG00000168490	ENSP00000415491
LYRM7	ENSG00000186687	ENSP00000368688
UGT2B15	ENSG00000196620	ENSP00000341045
PLPPR3	ENSG00000129951	ENSP00000352962
PIP5K1A	ENSG00000143398	ENSP00000357883
SENP5	ENSG00000119231	ENSP00000327197
APOD	ENSG00000189058	ENSP00000345179
MUC12	ENSG00000205277	ENSP00000441929
KIT	ENSG00000157404	ENSP00000288135
KCNMB1	ENSG00000145936	ENSP00000274629
DBP	ENSG00000105516	ENSP00000222122
PAFAH1B1	ENSG00000007168	ENSP00000380378
AKAP1	ENSG00000121057	ENSP00000478212
ALDH16A1	ENSG00000161618	ENSP00000293350
HRK	ENSG00000135116	ENSP00000257572
POR	ENSG00000127948	ENSP00000419970
SPC25	ENSG00000152253	ENSP00000282074
ARFIP2	ENSG00000132254	ENSP00000484121
TAAR1	ENSG00000146399	ENSP00000275216
HLA-DQB1	ENSG00000179344	ENSP00000364080
CEACAM1	ENSG00000079385	ENSP00000161559
OR51E1	ENSG00000180785	ENSP00000380155
XAB2	ENSG00000076924	ENSP00000351137
LAMC1	ENSG00000135862	ENSP00000258341
EXOC7	ENSG00000182473	ENSP00000334100
NMRAL1	ENSG00000153406	ENSP00000458762
CMTM1	ENSG00000089505	ENSP00000368814
ACSM5	ENSG00000183549	ENSP00000327916
DPY30	ENSG00000162961	ENSP00000345837
PPFIA2	ENSG00000139220	ENSP00000450337
OR4A47	ENSG00000237388	ENSP00000412752
QTRT1	ENSG00000213339	ENSP00000250237
TMEM70	ENSG00000175606	ENSP00000312599
H2BC7	ENSG00000277224	ENSP00000348924
ZNF609	ENSG00000180357	ENSP00000316527
HUS1B	ENSG00000188996	ENSP00000370293
RCCD1	ENSG00000166965	ENSP00000377801
FAM53C	ENSG00000120709	ENSP00000239906
ANO1	ENSG00000131620	ENSP00000347454
SPCS2	ENSG00000118363	ENSP00000263672
DCP2	ENSG00000172795	ENSP00000373715
NOTUM	ENSG00000185269	ENSP00000387310
ZNF267	ENSG00000185947	ENSP00000300870
SSB	ENSG00000138385	ENSP00000386636
SBNO1	ENSG00000139697	ENSP00000387361
VPS53	ENSG00000141252	ENSP00000401435
GRIN2B	ENSG00000273079	ENSP00000477455
TTC30B	ENSG00000196659	ENSP00000386181
DPP4	ENSG00000197635	ENSP00000353731
MAEL	ENSG00000143194	ENSP00000356846
ARID4B	ENSG00000054267	ENSP00000264183
WDR62	ENSG00000075702	ENSP00000384792
COX17	ENSG00000138495	ENSP00000261070
LLGL2	ENSG00000073350	ENSP00000376333
HNRNPU	ENSG00000153187	ENSP00000283179
GAS2	ENSG00000148935	ENSP00000401145
LDHA	ENSG00000134333	ENSP00000445175
OR7E24	ENSG00000237521	ENSP00000387523
OR1I1	ENSG00000094661	ENSP00000209540
GIGYF2	ENSG00000204120	ENSP00000387170
OR6C4	ENSG00000179626	ENSP00000377799
PSMD7	ENSG00000103035	ENSP00000219313
NDUFB10	ENSG00000140990	ENSP00000268668
FGF4	ENSG00000075388	ENSP00000168712
CXCR5	ENSG00000160683	ENSP00000292174
GLMP	ENSG00000198715	ENSP00000354553
IL1F10	ENSG00000136697	ENSP00000376893
CGB7	ENSG00000196337	ENSP00000470813
PIGX	ENSG00000163964	ENSP00000296333
CLDN7	ENSG00000181885	ENSP00000353475
ANO2	ENSG00000047617	ENSP00000348453
ZNF136	ENSG00000196646	ENSP00000344162
KRT13	ENSG00000171401	ENSP00000246635
MIA3	ENSG00000154305	ENSP00000340900
RUSC1	ENSG00000160753	ENSP00000357336
ZNF568	ENSG00000198453	ENSP00000481819
KRT17	ENSG00000128422	ENSP00000308452
RAB3D	ENSG00000105514	ENSP00000222120
PSPN	ENSG00000125650	ENSP00000245810
MRPL3	ENSG00000114686	ENSP00000264995
DNAH2	ENSG00000183914	ENSP00000458355
ACBD3	ENSG00000182827	ENSP00000355777
HEYL	ENSG00000163909	ENSP00000361943
GOLGA4	ENSG00000144674	ENSP00000349305
NECTIN4	ENSG00000143217	ENSP00000356991
PTH2R	ENSG00000144407	ENSP00000272847
MAP3K2	ENSG00000169967	ENSP00000387246
IL1R2	ENSG00000115590	ENSP00000330959
GPATCH4	ENSG00000160818	ENSP00000396441
ZDBF2	ENSG00000204186	ENSP00000363545
OR11L1	ENSG00000197591	ENSP00000348033
EML6	ENSG00000214595	ENSP00000348842
CD101	ENSG00000134256	ENSP00000358482
S100A3	ENSG00000188015	ENSP00000357702
CYP4A11	ENSG00000187048	ENSP00000311095
KCNQ4	ENSG00000117013	ENSP00000262916
PPCS	ENSG00000127125	ENSP00000361642
DEFB123	ENSG00000180424	ENSP00000365486
VPREB3	ENSG00000128218	ENSP00000248948
BPI	ENSG00000101425	ENSP00000262865
L3HYPDH	ENSG00000126790	ENSP00000247194
RPL3	ENSG00000100316	ENSP00000346001
MBP	ENSG00000197971	ENSP00000380958
DYRK1A	ENSG00000157540	ENSP00000381932
LDB2	ENSG00000169744	ENSP00000306772
IFNGR2	ENSG00000159128	ENSP00000290219
NAA30	ENSG00000139977	ENSP00000452521
SYCP2	ENSG00000196074	ENSP00000350162
TFDP3	ENSG00000183434	ENSP00000385461
IFT27	ENSG00000100360	ENSP00000393541
PFKFB3	ENSG00000170525	ENSP00000443319
INPP5J	ENSG00000185133	ENSP00000333262
IL1RAPL1	ENSG00000169306	ENSP00000368278
UXT	ENSG00000126756	ENSP00000337393
H2AB3	ENSG00000277745	ENSP00000482564
HNRNPD	ENSG00000138668	ENSP00000313199
UBE2D1	ENSG00000072401	ENSP00000363019
DSC3	ENSG00000134762	ENSP00000353608
KCNQ1	ENSG00000053918	ENSP00000155840
APOBEC3G	ENSG00000239713	ENSP00000385057
SEL1L2	ENSG00000101251	ENSP00000367312
SERGEF	ENSG00000129158	ENSP00000265965
MYH7	ENSG00000092054	ENSP00000347507
PGK2	ENSG00000170950	ENSP00000305995
ASB6	ENSG00000148331	ENSP00000277458
PROKR2	ENSG00000101292	ENSP00000217270
PIK3AP1	ENSG00000155629	ENSP00000339826
SEC24B	ENSG00000138802	ENSP00000428564
OR5L2	ENSG00000205030	ENSP00000367650
KIF1C	ENSG00000129250	ENSP00000320821
ZNF484	ENSG00000127081	ENSP00000378881
LGR4	ENSG00000205213	ENSP00000368516
RXRA	ENSG00000186350	ENSP00000419692
CHST3	ENSG00000122863	ENSP00000362207
WSB1	ENSG00000109046	ENSP00000262394
MAGOHB	ENSG00000111196	ENSP00000319240
RTN4R	ENSG00000040608	ENSP00000043402
KCNJ12	ENSG00000184185	ENSP00000463778
NPSR1	ENSG00000187258	ENSP00000370950
CCNB2	ENSG00000157456	ENSP00000288207
ANKMY2	ENSG00000106524	ENSP00000303570
PCYT1B	ENSG00000102230	ENSP00000368439
SAMD8	ENSG00000156671	ENSP00000438042
INTS6L	ENSG00000165359	ENSP00000359788
LRP5	ENSG00000162337	ENSP00000294304
MICU3	ENSG00000155970	ENSP00000321455
AGFG2	ENSG00000106351	ENSP00000300176
RPS3A	ENSG00000145425	ENSP00000346050
NDUFA9	ENSG00000139180	ENSP00000266544
ZNF217	ENSG00000171940	ENSP00000360526
RAB26	ENSG00000167964	ENSP00000210187
PPCDC	ENSG00000138621	ENSP00000343190
FBXO24	ENSG00000106336	ENSP00000416558
PSMA4	ENSG00000041357	ENSP00000044462
GSPT2	ENSG00000189369	ENSP00000341247
CPLX3	ENSG00000213578	ENSP00000378464
ASCC3	ENSG00000112249	ENSP00000358159
ITGA5	ENSG00000161638	ENSP00000293379
ACSS3	ENSG00000111058	ENSP00000449535
RACGAP1	ENSG00000161800	ENSP00000404190
GALK2	ENSG00000156958	ENSP00000453129
APBA3	ENSG00000011132	ENSP00000315136
RAB2B	ENSG00000129472	ENSP00000380869
KIAA0586	ENSG00000100578	ENSP00000346359
AUTS2	ENSG00000158321	ENSP00000344087
SCNN1G	ENSG00000166828	ENSP00000300061
MSGN1	ENSG00000151379	ENSP00000281047
RPS12	ENSG00000112306	ENSP00000230050
NCAPH2	ENSG00000025770	ENSP00000299821
PLAU	ENSG00000122861	ENSP00000361850
HADHA	ENSG00000084754	ENSP00000370023
SYCE3	ENSG00000217442	ENSP00000385480
CHKB	ENSG00000100288	ENSP00000384400
NXT1	ENSG00000132661	ENSP00000254998
ZBED1	ENSG00000214717	ENSP00000370621
PHPT1	ENSG00000054148	ENSP00000247665
ABCE1	ENSG00000164163	ENSP00000296577
TXLNB	ENSG00000164440	ENSP00000351206
POC5	ENSG00000152359	ENSP00000410216
COQ7	ENSG00000167186	ENSP00000322316
SCFD1	ENSG00000092108	ENSP00000390783
NSDHL	ENSG00000147383	ENSP00000359297
BAG2	ENSG00000112208	ENSP00000359727
ESRRB	ENSG00000119715	ENSP00000422488
USP34	ENSG00000115464	ENSP00000381577
ARHGAP40	ENSG00000124143	ENSP00000362442
SCAF11	ENSG00000139218	ENSP00000358374
DTNBP1	ENSG00000047579	ENSP00000341680
COL4A6	ENSG00000197565	ENSP00000378340
EXOSC9	ENSG00000123737	ENSP00000368984
ATXN3L	ENSG00000123594	ENSP00000369996
OR4C46	ENSG00000185926	ENSP00000329056
RIDA	ENSG00000132541	ENSP00000254878
MEGF10	ENSG00000145794	ENSP00000274473
CNTN6	ENSG00000134115	ENSP00000407822
MICU2	ENSG00000165487	ENSP00000371811
RIC8B	ENSG00000111785	ENSP00000376583
MRPL19	ENSG00000115364	ENSP00000377486
GPC3	ENSG00000147257	ENSP00000377836
PLB1	ENSG00000163803	ENSP00000330442
COX8A	ENSG00000176340	ENSP00000321260
LSP1	ENSG00000130592	ENSP00000371194
NPRL2	ENSG00000114388	ENSP00000232501
TEKT4	ENSG00000163060	ENSP00000295201
TMUB1	ENSG00000164897	ENSP00000376565
TAF1L	ENSG00000122728	ENSP00000418379
KIR2DL1	ENSG00000125498	ENSP00000336769
ZNF584	ENSG00000171574	ENSP00000306756
CTBP1	ENSG00000159692	ENSP00000290921
ZRSR2	ENSG00000169249	ENSP00000303015
MAP3K8	ENSG00000107968	ENSP00000263056
MED30	ENSG00000164758	ENSP00000297347
HEPH	ENSG00000089472	ENSP00000430620
USP26	ENSG00000134588	ENSP00000423390
SLA	ENSG00000155926	ENSP00000394049
TRIM9	ENSG00000100505	ENSP00000298355
CORO7	ENSG00000262246	ENSP00000251166
RNF216	ENSG00000011275	ENSP00000374552
FABP3	ENSG00000121769	ENSP00000362817
PRICKLE4	ENSG00000278224	ENSP00000404911
EEF1A1	ENSG00000156508	ENSP00000339063
BCKDK	ENSG00000103507	ENSP00000378405
PAX7	ENSG00000009709	ENSP00000364524
COL22A1	ENSG00000169436	ENSP00000303153
FKRP	ENSG00000181027	ENSP00000326570
DHX16	ENSG00000204560	ENSP00000365625
DOC2A	ENSG00000149927	ENSP00000340017
MCM10	ENSG00000065328	ENSP00000418268
MBD6	ENSG00000166987	ENSP00000347896
SULT1A4	ENSG00000213648	ENSP00000353600
FHIT	ENSG00000189283	ENSP00000417480
TMEM179B	ENSG00000185475	ENSP00000333697
MRPL48	ENSG00000175581	ENSP00000308717
TAGLN3	ENSG00000144834	ENSP00000377494
RELB	ENSG00000104856	ENSP00000221452
CZIB	ENSG00000162384	ENSP00000294360
PPP1CA	ENSG00000172531	ENSP00000326031
ACSM6	ENSG00000173124	ENSP00000340296
NR3C1	ENSG00000113580	ENSP00000231509
KANSL2	ENSG00000139620	ENSP00000415436
CMTR1	ENSG00000137200	ENSP00000362550
GINS3	ENSG00000181938	ENSP00000401018
TXNDC12	ENSG00000117862	ENSP00000360688
EPHB4	ENSG00000196411	ENSP00000350896
ANPEP	ENSG00000166825	ENSP00000300060
RNF5	ENSG00000204308	ENSP00000364235
SQSTM1	ENSG00000161011	ENSP00000374455
PTPN6	ENSG00000111679	ENSP00000391592
PPAT	ENSG00000128059	ENSP00000264220
HADH	ENSG00000138796	ENSP00000474560
